especie,familia,genero,latitude,longitude,estado,municipio,ano,mes,tipo_registro,dataset,id_gbif
Zeyheria Tuberculosa,Bignoniaceae,Zeyheria,-16.413852,-41.677862,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938077676
Falconina Gracilis,Corinnidae,Falconina,-21.139524,-44.985318,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938077696
Pteroglossus Castanotis,Ramphastidae,Pteroglossus,-21.85016,-50.701174,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938078497
Strobilanthes Alternata,Acanthaceae,Strobilanthes,-23.68388,-46.603285,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938078554
Ascalapha Odorata,Erebidae,Ascalapha,-23.63986,-46.86882,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938078641
Tityus Bahiensis,Buthidae,Tityus,-22.850347,-49.238327,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938078810
Copeoglossum Nigropunctatum,Scincidae,Copeoglossum,0.650703,-51.634497,Amapá,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938078964
Dendropsophus Elegans,Hylidae,Dendropsophus,-23.076917,-44.662247,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938079010
Todirostrum Cinereum,Tyrannidae,Todirostrum,-21.119761,-49.186153,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938079091
Cnemidophorus Cryptus,Teiidae,Cnemidophorus,-20.370508,-40.339018,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938079247
Leucochrysa Boxi,Chrysopidae,Leucochrysa,-27.993832,-48.6478,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938079303
Pompeius Pompeius,Hesperiidae,Pompeius,-19.874459,-43.996013,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938079315
Sicalis Flaveola,Thraupidae,Sicalis,-17.892147,-39.8185,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938080175
Wittmackia Viridostigma,Bromeliaceae,Wittmackia,-15.388237,-39.570278,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938080327
Begonia Fischeri,Begoniaceae,Begonia,-22.68491,-45.478095,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938081144
Myrcia Bergiana,Myrtaceae,Myrcia,-5.414168,-35.220197,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938081150
Prestonia Erecta,Apocynaceae,Prestonia,-13.635176,-47.696051,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938081192
Eucallista Purpurata,Veneridae,Eucallista,-20.268075,-40.263004,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938081326
Guira Guira,Cuculidae,Guira,-27.703217,-48.502401,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938081329
Paratemnoides Nidificator,Atemnidae,Paratemnoides,-9.904312,-56.097966,Mato Grosso,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938082653
Sicalis Flaveola,Thraupidae,Sicalis,-23.899267,-46.381632,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938082704
Philodendron Simonianum,Araceae,Philodendron,-23.721264,-45.600663,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938082710
Toxomerus Politus,Syrphidae,Toxomerus,-24.841049,-51.297239,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938082715
Cathartes Burrovianus,Cathartidae,Cathartes,-18.80027,-41.896194,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938082841
Dione Vanillae,Nymphalidae,Dione,-29.63199,-53.612578,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938082991
Rutela Lineola,Scarabaeidae,Rutela,-29.013974,-49.444718,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938082997
Cyclarhis Gujanensis,Vireonidae,Cyclarhis,-26.524446,-49.149522,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938083388
Burnsius Orcynoides,Hesperiidae,Burnsius,-29.714013,-53.738545,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938083423
Cantorchilus Longirostris,Troglodytidae,Cantorchilus,-22.995597,-43.374498,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938083434
Philodendron Eximium,Araceae,Philodendron,-23.754492,-45.801803,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938083568
Passer Domesticus,Passeridae,Passer,-23.24835,-45.893651,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938083571
Couroupita Guianensis,Lecythidaceae,Couroupita,-21.775469,-48.173627,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938083573
Jacaranda Puberula,Bignoniaceae,Jacaranda,-16.933578,-39.151581,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938083610
Periplacis Hebrus,Riodinidae,Periplacis,-9.865383,-63.033849,Rondônia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084106
Philodendron Simonianum,Araceae,Philodendron,-23.674065,-45.721175,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084219
Leptotes Cassius,Lycaenidae,Leptotes,-23.410775,-47.353263,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084290
Paroaria Dominicana,Thraupidae,Paroaria,-20.564848,-48.575637,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084303
Anachis Lyrata,Columbellidae,Anachis,-13.014893,-38.468558,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084383
Chroicocephalus Cirrocephalus,Laridae,Chroicocephalus,-2.479903,-44.234417,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084395
Diabrotica Limitata,Chrysomelidae,Diabrotica,-25.3871,-48.978488,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084511
Lissachatina Fulica,Achatinidae,Lissachatina,-15.645729,-47.796624,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938084522
Muntingia Calabura,Muntingiaceae,Muntingia,-21.774265,-48.17424,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938085497
Hastula Cinerea,Terebridae,Hastula,-8.191077,-34.918514,Pernambuco,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938085516
Achryson Surinamum,Cerambycidae,Achryson,-23.006681,-44.296725,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938085659
Picumnus Exilis,Picidae,Picumnus,-9.531774,-35.849388,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938085940
Erythrolamprus Poecilogyrus,Colubridae,Erythrolamprus,-22.826874,-44.191111,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938086053
Pluvialis Dominica,Charadriidae,Pluvialis,-22.985395,-43.686838,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938086151
Xyleus Discoideus,Romaleidae,Xyleus,-27.346542,-53.398428,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938086165
Cteisella Confusa,Chrysomelidae,Cteisella,-25.432605,-54.477446,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938086184
Alchornea Triplinervia,Euphorbiaceae,Alchornea,-29.047142,-51.912045,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938086226
Platypodiella Spectabilis,Xanthidae,Platypodiella,-13.015395,-38.467983,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938086300
Kalanchoe Laetivirens,Crassulaceae,Kalanchoe,-23.363236,-46.026317,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938086525
Trichothraupis Melanops,Thraupidae,Trichothraupis,-26.505456,-49.127467,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938087074
Pyrgus Oileus,Hesperiidae,Pyrgus,-23.40968,-47.35743,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938087566
Pyrgus Oileus,Hesperiidae,Pyrgus,-23.40968,-47.35743,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938087568
Vanellus Chilensis,Charadriidae,Vanellus,-29.013895,-49.444802,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938087619
Plinia Cauliflora,Myrtaceae,Plinia,-23.567402,-46.737466,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938087635
Dacnis Cayana,Thraupidae,Dacnis,-22.692269,-43.913485,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938087650
Schistocerca Cancellata,Acrididae,Schistocerca,-11.395502,-39.466495,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938088027
Tringa Melanoleuca,Scolopacidae,Tringa,-22.985261,-43.685318,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938089035
Empidonomus Varius,Tyrannidae,Empidonomus,-15.782001,-47.928427,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938089226
Caiman Latirostris,Alligatoridae,Caiman,-22.998397,-43.312544,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938089304
Certhiaxis Cinnamomeus,Furnariidae,Certhiaxis,-26.824529,-49.28273,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938089404
Larus Dominicanus,Laridae,Larus,-23.969991,-46.341395,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938089415
Nycticorax Nycticorax,Ardeidae,Nycticorax,-27.608405,-48.441917,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938092397
Hypselonotus Interruptus,Coreidae,Hypselonotus,-25.387645,-48.977622,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938092597
Trichonephila Clavipes,Araneidae,Trichonephila,-29.63284,-53.611851,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938092715
Camponotus Rufipes,Formicidae,Camponotus,-29.013889,-49.444662,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938092882
Philodendron Quinquenervium,Araceae,Philodendron,-19.924814,-40.15105,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093014
Latrodectus Geometricus,Theridiidae,Latrodectus,-21.495259,-46.651827,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093061
Apoica Gelida,Vespidae,Apoica,-21.078181,-41.508952,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093162
Hemidactylus Mabouia,Gekkonidae,Hemidactylus,-22.975272,-43.228358,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093285
Bubulcus Ibis,Ardeidae,Bubulcus,-29.723877,-53.724713,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093480
Traumatomutilla Inermis,Mutillidae,Traumatomutilla,-23.33511,-46.620153,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093490
Sphenoclypeana Parana,Cercopidae,Sphenoclypeana,-29.853933,-50.299389,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093514
Zonotrichia Capensis,Passerellidae,Zonotrichia,-22.883146,-46.310685,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093568
Oxyrhopus Guibei,Colubridae,Oxyrhopus,-16.296493,-48.97826,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093733
Opuntia Dillenii,Cactaceae,Opuntia,-6.057196,-35.101712,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938093767
Sphagneticola Trilobata,Asteraceae,Sphagneticola,-20.365195,-40.340253,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938094160
Vanellus Chilensis,Charadriidae,Vanellus,-22.815775,-47.230797,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938094169
Commelina Erecta,Commelinaceae,Commelina,-23.017786,-47.52895,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938094290
Bradybaena Similaris,Camaenidae,Bradybaena,-25.615922,-54.485763,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938095016
Columbina Talpacoti,Columbidae,Columbina,-26.512479,-49.117953,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938096220
Membracis Foliatafasciata,Membracidae,Membracis,-3.063774,-59.904877,Amazonas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938096372
Passiflora Trintae,Passifloraceae,Passiflora,-16.700546,-40.819747,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938098145
Delonix Regia,Fabaceae,Delonix,-4.166913,-38.123311,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938098723
Qualea Grandiflora,Vochysiaceae,Qualea,-13.635176,-47.696051,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938098797
Richardia Grandiflora,Rubiaceae,Richardia,-3.941652,-38.282445,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938099135
Pontederia Crassipes,Pontederiaceae,Pontederia,-21.138545,-44.98569,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938099280
Pheugopedius Genibarbis,Troglodytidae,Pheugopedius,-22.99496,-43.374714,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938099486
Cyathus Striatus,Agaricaceae,Cyathus,-23.057431,-46.641197,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938099605
Caiman Yacare,Alligatoridae,Caiman,-16.421102,-56.670216,Mato Grosso,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938100003
Leptogoniulus Sorornus,Pachybolidae,Leptogoniulus,-8.043291,-34.900955,Pernambuco,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938100221
Schizophyllum Commune,Schizophyllaceae,Schizophyllum,-23.057431,-46.641197,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938100349
Titanattus Andinus,Salticidae,Titanattus,-29.853331,-50.299491,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938100720
Delonix Regia,Fabaceae,Delonix,-23.97165,-46.381147,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938100816
Pycnoscelus Surinamensis,Blaberidae,Pycnoscelus,-25.787787,-53.644747,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101130
Ardea Alba,Ardeidae,Ardea,-23.979901,-46.304216,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101191
Brosimum Gaudichaudii,Moraceae,Brosimum,-18.874217,-44.759461,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101199
Atta Sexdens,Formicidae,Atta,-20.220354,-40.203148,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101204
Zonotrichia Capensis,Passerellidae,Zonotrichia,-30.341083,-51.037717,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101296
Paubrasilia Echinata,Fabaceae,Paubrasilia,-23.460571,-50.09058,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101465
Sphenorhina Rubra,Cercopidae,Sphenorhina,-25.387128,-48.977888,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101579
Orthogonys Chloricterus,Mitrospingidae,Orthogonys,-26.524529,-49.148271,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101681
Theristicus Caudatus,Threskiornithidae,Theristicus,-24.792526,-49.98496,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938101855
Philodendron Simonianum,Araceae,Philodendron,-23.75402,-45.801063,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938102386
Sphenorhina Rubra,Cercopidae,Sphenorhina,-25.387328,-48.978745,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938102426
Ocypode Quadrata,Ocypodidae,Ocypode,-26.066489,-48.610231,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938102542
Baccharis Trimera,Asteraceae,Baccharis,-28.046603,-49.519131,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938102759
Kerodon Rupestris,Caviidae,Kerodon,-4.731725,-40.863078,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938102885
Theristicus Caudatus,Threskiornithidae,Theristicus,-22.32487,-44.528254,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938103238
Echinometra Lucunter,Echinometridae,Echinometra,-8.092512,-34.880482,Pernambuco,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938103327
Sicalis Flaveola,Thraupidae,Sicalis,-26.524446,-49.149522,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938105079
Bauhinia Forficata,Fabaceae,Bauhinia,-27.597363,-52.343403,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938105086
Platyomus Piscatorius,Curculionidae,Platyomus,-19.867687,-43.7725,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938105937
Rhinella Ornata,Bufonidae,Rhinella,-27.56141,-48.494927,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938106375
Sotalia Guianensis,Delphinidae,Sotalia,-6.430247,-34.847201,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938106406
Justicia Brasiliana,Acanthaceae,Justicia,-30.338842,-51.036761,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938106466
Scytodes Univittata,Scytodidae,Scytodes,-30.033833,-51.145924,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938106873
Nycticorax Nycticorax,Ardeidae,Nycticorax,-22.986162,-43.188583,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938106885
Trichonephila Clavipes,Araneidae,Trichonephila,-22.955963,-43.487587,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938106925
Euphorbia Prostrata,Euphorbiaceae,Euphorbia,-23.63986,-46.86882,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938107345
Icterus Icterus,Icteridae,Icterus,-18.80027,-41.896194,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938107643
Kukulcania Hibernalis,Filistatidae,Kukulcania,-28.270327,-53.498815,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938107720
Hymenia Perspectalis,Crambidae,Hymenia,-19.934867,-40.599812,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938107844
Xenophanes Tryxus,Hesperiidae,Xenophanes,-29.611723,-53.69346,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938107869
Nephilingis Cruentata,Araneidae,Nephilingis,-18.884714,-41.015385,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938108869
